Course Name,Access,Year Built,Rating,Number of Reviews,Pct Recommend,Club ID,Course ID,Full Address,Address,City,State,Zip,Address,City,State,St abbrv,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type
Heartbreaker/Backbreaker at Silver Lakes,Public,1993,4.8,24,99.30%,95,100,"1 Sunbelt Pkwy, Glencoe, Alabama 35905, Calhoun County",1 Sunbelt Pkwy,Glencoe,Alabama,35905,1 Sunbelt Pkwy,Glencoe,Alabama,AL,35905,33.882437,-85.926896,1,rooftop
Links at Briarmeade,Semi-Private,1936,3.5,10,70.00%,96,101,"505 Ralph Ave, Glencoe, Alabama 35905, Etowah County",505 Ralph Ave,Glencoe,Alabama,35905,505 Ralph Ave,Glencoe,Alabama,AL,35905,33.961616,-85.946701,1,rooftop
Mindbreaker/Heartbreaker at Silver Lakes,Public,1993,4.8,24,99.30%,97,102,"1 Sunbelt Pkwy, Glencoe, Alabama 35905, Calhoun County",1 Sunbelt Pkwy,Glencoe,Alabama,35905,1 Sunbelt Pkwy,Glencoe,Alabama,AL,35905,33.882437,-85.926896,1,rooftop
Short at Silver Lakes,Public,1993,4.8,24,99.30%,97,103,"1 Sunbelt Pkwy, Glencoe, Alabama 35905, Calhoun County",1 Sunbelt Pkwy,Glencoe,Alabama,35905,1 Sunbelt Pkwy,Glencoe,Alabama,AL,35905,33.882437,-85.926896,1,rooftop
Hatchett Creek Golf Club,Semi-Private,1967,,,0%,98,104,"CR-66, Goodwater, Alabama 35072, Coosa County",CR-66,Goodwater,Alabama,35072,CR-66,Goodwater,Alabama,AL,35072,33.075119,-86.142011,1,street_center
Blue/Red at Mountain View Golf Course,Public,1994,3.7,18,91.60%,99,105,"3200 Mountain View Dr, Graysville, Alabama 35073, Jefferson County",3200 Mountain View Dr,Graysville,Alabama,35073,3200 Mountain View Dr,Graysville,Alabama,AL,35073,33.6339057,-86.9409715,0.33,ROOFTOP
Red/White at Mountain View Golf Course,Public,1991,3.7,18,91.60%,99,106,"3200 Mountain View Dr, Graysville, Alabama 35073, Jefferson County",3200 Mountain View Dr,Graysville,Alabama,35073,3200 Mountain View Dr,Graysville,Alabama,AL,35073,33.6339057,-86.9409715,0.33,ROOFTOP
White/Blue at Mountain View Golf Course,Public,1994,3.7,18,91.60%,99,107,"3200 Mountain View Dr, Graysville, Alabama 35073, Jefferson County",3200 Mountain View Dr,Graysville,Alabama,35073,3200 Mountain View Dr,Graysville,Alabama,AL,35073,33.6339057,-86.9409715,0.33,ROOFTOP
Lakeview Country Club,Private,1965,,,0%,100,108,"Millwood Rd, Greensboro, Alabama 36744, Hale County",Millwood Rd,Greensboro,Alabama,36744,Millwood Rd,Greensboro,Alabama,AL,36744,32.692566,-87.63651,1,street_center
Canyon/Loblolly at Cambrian Ridge,Public,1993,4.8,22,100.00%,101,109,"101 Sunbelt Pkwy, Greenville, Alabama 36037, Butler County",101 Sunbelt Pkwy,Greenville,Alabama,36037,101 Sunbelt Pkwy,Greenville,Alabama,AL,36037,31.892825,-86.689094,1,range_interpolation
Greenville Country Club,Private,1930,,,0%,102,110,"902 Fort Dale Rd, Greenville, Alabama 36037, Butler County",902 Fort Dale Rd,Greenville,Alabama,36037,902 Fort Dale Rd,Greenville,Alabama,AL,36037,31.8448333,-86.6372092,0.33,ROOFTOP
Loblolly/Sherling at Cambrian Ridge,Public,1993,4.8,22,100.00%,103,111,"101 Sunbelt Pkwy, Greenville, Alabama 36037, Butler County",101 Sunbelt Pkwy,Greenville,Alabama,36037,101 Sunbelt Pkwy,Greenville,Alabama,AL,36037,31.892825,-86.689094,1,range_interpolation
Sherling/Canyon at Cambrian Ridge,Public,1993,4.8,22,100.00%,103,112,"101 Sunbelt Pkwy, Greenville, Alabama 36037, Butler County",101 Sunbelt Pkwy,Greenville,Alabama,36037,101 Sunbelt Pkwy,Greenville,Alabama,AL,36037,31.892825,-86.689094,1,range_interpolation
Short at Cambrian Ridge,Public,1993,4.8,22,100.00%,103,113,"101 Sunbelt Pkwy, Greenville, Alabama 36037, Butler County",101 Sunbelt Pkwy,Greenville,Alabama,36037,101 Sunbelt Pkwy,Greenville,Alabama,AL,36037,31.892825,-86.689094,1,range_interpolation
Pikeville Country Club,Private,1960,,,0%,104,114,"1310 Country Club Rd, Guin, Alabama 35563, Marion County",1310 Country Club Rd,Guin,Alabama,35563,1310 Country Club Rd,Guin,Alabama,AL,35563,34.0403901,-87.970179,0.4,ROOFTOP
Eagle's Nest Golf Course at Lake Guntersville State Park,Resort,1972,4.3,38,97.50%,105,115,"2060 Aubrey Carr Scenic Dr, Guntersville, Alabama 35976, Marshall County",2060 Aubrey Carr Scenic Dr,Guntersville,Alabama,35976,2060 Aubrey Carr Scenic Dr,Guntersville,Alabama,AL,35976,34.386919,-86.220393,1,range_interpolation
Gunter's Landing Golf Club,Semi-Private,1992,4.8,155,98.00%,106,116,"1000 Gunter's Landing Rd, Guntersville, Alabama 35976, Marshall County",1000 Gunter's Landing Rd,Guntersville,Alabama,35976,1000 Gunter's Landing Rd,Guntersville,Alabama,AL,35976,34.394789,-86.254827,1,range_interpolation
Stoney Mountain Golf Club,Public,1977,2.1,13,43.80%,107,117,"5200 Georgia Mountain Rd, Guntersville, Alabama 35976, Marshall County",5200 Georgia Mountain Rd,Guntersville,Alabama,35976,5200 Georgia Mountain Rd,Guntersville,Alabama,AL,35976,34.373658,-86.388376,1,range_interpolation
Haleyville Country Club,Private,1954,,,0%,108,118,"1331 Airport Rd, Haleyville, Alabama 35565, Winston County",1331 Airport Rd,Haleyville,Alabama,35565,1331 Airport Rd,Haleyville,Alabama,AL,35565,34.2774515,-87.6054955,0.6,ROOFTOP
Cross Creek Golf Course,Public,1950,3.9,12,89.60%,109,119,"2321 County Rd 490, Hanceville, Alabama 35077, Cullman County",2321 County Rd 490,Hanceville,Alabama,35077,2321 County Rd 490,Hanceville,Alabama,AL,35077,34.106453,-86.828175,1,rooftop
QC Golf & RV,Public/Resort,1993,4,3,100.00%,110,120,"233 Quail Creek Dr, Hartselle, Alabama 35640, Morgan County",233 Quail Creek Dr,Hartselle,Alabama,35640,233 Quail Creek Dr,Hartselle,Alabama,AL,35640,34.3867761,-86.8659449,0.9,GEOMETRIC_CENTER
Plantation Golf Club,Public,1999,,,0%,111,121,"11900 State Highway 160, Hayden, Alabama 35079",11900 State Highway 160,Hayden,Alabama,35079,11900 State Highway 160,Hayden,Alabama,AL,35079,33.949396,-86.668379,1,range_interpolation
Headland Country Club,Semi-Private,1961,,,0%,112,122,"4175 State Hwy 134 E, Headland, Alabama",4175 State Hwy 134 E,Headland,Alabama,36345,4175 State Hwy 134 E,Headland,Alabama,AL,36345,31.3499377,-85.2590931,0.33,ROOFTOP
Silver Ridge Golf Club,Public,1990,4,1,100.00%,113,123,"195 Golf Club Dr, Horton, Alabama 35980, Marshall County",195 Golf Club Dr,Horton,Alabama,35980,195 Golf Club Dr,Horton,Alabama,AL,35980,34.167703,-86.372514,1,range_interpolation
Silver King Golf Club,Semi-Private,1950,,,0%,114,124,"7960 Edgar Roberts Rd, Irvington, Alabama 36544, Mobile County",7960 Edgar Roberts Rd,Irvington,Alabama,36544,7960 Edgar Roberts Rd,Irvington,Alabama,AL,36544,30.446465,-88.228804,1,range_interpolation
Jackson Links Golf Course,Public/Municipal,1957,,,0%,115,125,"Pierce Memorial Park, Jackson, Alabama 36545",Pierce Memorial Park,Jackson,Alabama,36545,Pierce Memorial Park,Jackson,Alabama,AL,36545,31.592985,-87.898539,1,place
Lakewinds Golf Course,Public,1966,4,6,100.00%,116,126,"95 County Rd 40, Jacksons Gap, Alabama 36861, Tallapoosa County",95 County Rd 40,Jacksons Gap,Alabama,36861,95 County Rd 40,Jacksons Gap,Alabama,AL,36861,32.8849306,-85.8732857,0.5,ROOFTOP
Musgrove Country Club,Private,1932,,,0%,117,127,"916 Country Club Rd, Jasper, Alabama 35503, Walker County",916 Country Club Rd,Jasper,Alabama,35503,916 Country Club Rd,Jasper,Alabama,AL,35503,33.9144446,-87.2907002,0.6,ROOFTOP
Turtle Point Yacht & Country Club,Private,1961,,,0%,118,128,"1000 Club Dr, Killen, Alabama 35645, Lauderdale County",1000 Club Dr,Killen,Alabama,35645,1000 Club Dr,Killen,Alabama,AL,35645,34.842482,-87.547355,1,rooftop
Lakeview Country Club,Public,1978,1.2,12,7.80%,119,129,"21026 Agnes Dr, Lake View, Alabama 35111, Tuscaloosa County",21026 Agnes Dr,Lake View,Alabama,35111,21026 Agnes Dr,Lake View,Alabama,AL,35111,33.281063,-87.139141,1,rooftop
Point University Golf Club,Public,1954,3,1,100.00%,120,130,"2001 Country Club Rd, Lanett, Alabama 36863, Chambers County",2001 Country Club Rd,Lanett,Alabama,36863,2001 Country Club Rd,Lanett,Alabama,AL,36863,32.8726396,-85.2147138,0.9,RANGE_INTERPOLATED
Linden Country Club,Private,1968,,,0%,121,131,"Hwy 28 E, Linden, Alabama 36748, Marengo County",Hwy 28 E,Linden,Alabama,36748,Hwy 28 E,Linden,Alabama,AL,36748,32.306373,-87.787725,1,street_center
Livingston Country Club,Private,1968,,,0%,122,132,"105 Country Club Rd, Livingston, Alabama 35470, Sumter County",105 Country Club Rd,Livingston,Alabama,35470,105 Country Club Rd,Livingston,Alabama,AL,35470,32.603808,-88.200437,1,range_interpolation
Steelwood,Private,1997,5,1,100.00%,123,133,"31925 Steelwood Ridge Rd, Loxley, Alabama 36551, Baldwin County",31925 Steelwood Ridge Rd,Loxley,Alabama,36551,31925 Steelwood Ridge Rd,Loxley,Alabama,AL,36551,30.7032393,-87.7252462,0.8,ROOFTOP
Crenshaw County Recreational Club,Private,1965,5,2,100.00%,124,134,"265 Mount Ida Highway, Luverne, Alabama 36049, Crenshaw County",265 Mount Ida Highway,Luverne,Alabama,36049,265 Mount Ida Highway,Luverne,Alabama,AL,36049,31.702648,-86.267192,1,range_interpolation
Marion Military Institute Golf Course,Semi-Private,1962,3,1,100.00%,125,135,"Fairway Dr, Marion, Alabama 36756, Perry County",Fairway Dr,Marion,Alabama,36756,Fairway Dr,Marion,Alabama,AL,36756,32.618359,-87.322978,1,street_center
East at Cypress Tree Golf Course,Military,1932,,,0%,126,136,"1461 March Rd Bldg1461, Maxwell AFB, Alabama 36112, Montgomery County",1461 March Rd Bldg1461,Maxwell AFB,Alabama,36112,1461 March Rd Bldg1461,Maxwell AFB,Alabama,AL,36112,32.388385,-86.349771,0.22,ROOFTOP
West at Cypress Tree Golf Course,Military,1957,,,0%,126,137,"1461 March Rd Bldg1461, Maxwell AFB, Alabama 36112, Montgomery County",1461 March Rd Bldg1461,Maxwell AFB,Alabama,36112,1461 March Rd Bldg1461,Maxwell AFB,Alabama,AL,36112,32.388385,-86.349771,0.22,ROOFTOP
Lil'Mole Run Golf Course,Public,1999,4,1,100.00%,127,138,"741 County Road 647, Mentone, Alabama 35984",741 County Road 647,Mentone,Alabama,35984,741 County Road 647,Mentone,Alabama,AL,35984,34.5920813,-85.5728135,0.33,RANGE_INTERPOLATED
Saddle Rock Golf Course,Public/Resort,1997,,,0%,128,139,"721 County Road 614, Mentone, Alabama 35984",721 County Road 614,Mentone,Alabama,35984,721 County Road 614,Mentone,Alabama,AL,35984,34.535179,-85.6031057,0.33,ROOFTOP
Colonial Golf Course,Public,1964,4.2,117,95.10%,129,140,"400 Colonial Dr, Meridianville, Alabama 35759, Madison County",400 Colonial Dr,Meridianville,Alabama,35759,400 Colonial Dr,Meridianville,Alabama,AL,35759,34.873011,-86.593168,1,rooftop
Fox Run Golf Course,Public,1997,3.1,4,64.70%,130,141,"870 McCollum Rd, Meridianville, Alabama 35759, Madison County",870 McCollum Rd,Meridianville,Alabama,35759,870 McCollum Rd,Meridianville,Alabama,AL,35759,34.878936,-86.538511,1,rooftop
Pines Golf Course,Municipal,1991,,,0%,131,142,"307 Deatsville Hwy, Millbrook, Alabama 36054, Elmore County",307 Deatsville Hwy,Millbrook,Alabama,36054,307 Deatsville Hwy,Millbrook,Alabama,AL,36054,32.521524,-86.375909,1,rooftop
Vanity Fair Golf & Tennis Club,Private,1974,,,0%,132,143,"613 Golf Dr, Monroeville, Alabama 36460, Monroe County",613 Golf Dr,Monroeville,Alabama,36460,613 Golf Dr,Monroeville,Alabama,AL,36460,31.519076,-87.340038,1,range_interpolation
Montevallo Golf Club,Semi-Private,1955,3,13,67.60%,133,144,"1481 Shelby County Hwy 204, Montevallo, Alabama 35115, Shelby County",1481 Shelby County Hwy 204,Montevallo,Alabama,35115,1481 Shelby County Hwy 204,Montevallo,Alabama,AL,35115,33.10141,-86.865704,1,range_interpolation
Green Briar Golf Course,Public,1990,2.2,8,46.10%,134,145,"1130 Morris Majestic Rd, Morris, Alabama 35116, Jefferson County",1130 Morris Majestic Rd,Morris,Alabama,35116,1130 Morris Majestic Rd,Morris,Alabama,AL,35116,33.757767,-86.795108,1,rooftop
Deer Run Golf Course,Public/Municipal,1980,,,0%,135,146,"1175 County Rd 100, Moulton, Alabama 35650, Lawrence County",1175 County Rd 100,Moulton,Alabama,35650,1175 County Rd 100,Moulton,Alabama,AL,35650,34.433981,-87.313018,1,range_interpolation
Cypress Lakes Golf & Country Club,Semi-Private,1991,4,2,100.00%,136,147,"1311 E 6th St, Muscle Shoals, Alabama 35661, Colbert County",1311 E 6th St,Muscle Shoals,Alabama,35661,1311 E 6th St,Muscle Shoals,Alabama,AL,35661,34.730192,-87.653919,1,range_interpolation
The Shoals Golf Club - Fighting Joe Course,Public,2004,4.6,25,97.50%,137,148,"990 Sunbelt Pkwy, Muscle Shoals, Alabama 35661, Colbert County",990 Sunbelt Pkwy,Muscle Shoals,Alabama,35661,990 Sunbelt Pkwy,Muscle Shoals,Alabama,AL,35661,34.8190452,-87.5351732,0.33,ROOFTOP
The Shoals Golf Club - Schoolmaster Course,Public,2005,4.6,25,97.50%,137,149,"990 Sunbelt Pkwy, Muscle Shoals, Alabama 35661, Colbert County",990 Sunbelt Pkwy,Muscle Shoals,Alabama,35661,990 Sunbelt Pkwy,Muscle Shoals,Alabama,AL,35661,34.8190452,-87.5351732,0.33,ROOFTOP
Hidden Meadows Golf Course,Semi-Private,1996,,,0%,138,150,"13000 Old Cove Rd, Northport, Alabama 35473, Tuscaloosa County",13000 Old Cove Rd,Northport,Alabama,35473,13000 Old Cove Rd,Northport,Alabama,AL,35473,33.2938617,-87.6378786,0.9,ROOFTOP
Heritage Golf Course,Public,1986,4,3,100.00%,139,151,"1364 Heritage Rd, Oneonta, Alabama 35121, Blount County",1364 Heritage Rd,Oneonta,Alabama,35121,1364 Heritage Rd,Oneonta,Alabama,AL,35121,33.986115,-86.452007,1,range_interpolation
Limestone Springs Golf Club,Semi-Private,1999,3.3,50,73.30%,140,152,"3000 Colonial Dr, Oneonta, Alabama 35121, Blount County",3000 Colonial Dr,Oneonta,Alabama,35121,3000 Colonial Dr,Oneonta,Alabama,AL,35121,33.89702,-86.565421,1,range_interpolation
Whispering Pines Golf Course,Public,1994,,,0%,141,153,"765 Morton Rd, Oneonta, Alabama 35121, Blount County",765 Morton Rd,Oneonta,Alabama,35121,765 Morton Rd,Oneonta,Alabama,AL,35121,33.930173,-86.40769,1,range_interpolation
Saugahatchee Country Club,Private,1977,4,2,100.00%,142,154,"3800 Bent Creek Rd, Opelika, Alabama 36804, Lee County",3800 Bent Creek Rd,Opelika,Alabama,36804,3800 Bent Creek Rd,Opelika,Alabama,AL,36804,32.6016907,-85.4166792,0.8,ROOFTOP
The Lake at Grand National Golf Course,Public,1992,4.8,57,98.60%,143,155,"3000 Robert Trent Jones Trl, Opelika, Alabama 36801, Lee County",3000 Robert Trent Jones Trl,Opelika,Alabama,36801,3000 Robert Trent Jones Trl,Opelika,Alabama,AL,36801,32.6767264,-85.431962,0.33,ROOFTOP
The Links at Grand National Golf Course,Public,1993,4.8,57,98.60%,143,156,"3000 Robert Trent Jones Trl, Opelika, Alabama 36801, Lee County",3000 Robert Trent Jones Trl,Opelika,Alabama,36801,3000 Robert Trent Jones Trl,Opelika,Alabama,AL,36801,32.6767264,-85.431962,0.33,ROOFTOP
The Short at Grand National Golf Course,Public,1993,4.8,57,98.60%,143,157,"3000 Robert Trent Jones Trl, Opelika, Alabama 36801, Lee County",3000 Robert Trent Jones Trl,Opelika,Alabama,36801,3000 Robert Trent Jones Trl,Opelika,Alabama,AL,36801,32.6767264,-85.431962,0.33,ROOFTOP
Opp Country Club,Private,0,,,0%,144,158,"Andalusia Hwy, Opp, Alabama 36467, Covington County",Andalusia Hwy,Opp,Alabama,36467,Andalusia Hwy,Opp,Alabama,AL,36467,31.2693156,-86.2925528,0.8,GEOMETRIC_CENTER
Orange Beach Golf Center,Public,1995,,,0%,145,159,"4700 Easy St, Orange Beach, Alabama 36561, Baldwin County",4700 Easy St,Orange Beach,Alabama,36561,4700 Easy St,Orange Beach,Alabama,AL,36561,30.290626,-87.607481,1,range_interpolation
Highlands at Hampton Cove Golf Course,Public,1992,4.8,25,97.40%,146,160,"450 Old Hwy 431 S, Owens Cross Roads, Alabama 35763",450 Old Hwy 431 S,Owens Cross Roads,Alabama,35763,450 Old Hwy 431 S,Owens Cross Roads,Alabama,AL,35763,34.659515,-86.459745,1,rooftop
River at Hampton Cove Golf Course,Public,1993,4.8,25,97.40%,147,161,"450 Old Hwy 431 S, Owens Cross Roads, Alabama 35763,",450 Old Hwy 431 S,Owens Cross Roads,Alabama,35763,450 Old Hwy 431 S,Owens Cross Roads,Alabama,AL,35763,34.659515,-86.459745,1,rooftop
Short at Hampton Cove Golf Course,Public,1992,4.8,25,97.40%,148,162,"450 Old Hwy 431 S, Owens Cross Roads, Alabama 35763",450 Old Hwy 431 S,Owens Cross Roads,Alabama,35763,450 Old Hwy 431 S,Owens Cross Roads,Alabama,AL,35763,34.659515,-86.459745,1,rooftop
Cider Ridge Golf Club,Public,2002,4.6,128,94.80%,149,163,"200 Apple Blossom Way, Oxford, Alabama 36203, Calhoun County",200 Apple Blossom Way,Oxford,Alabama,36203,200 Apple Blossom Way,Oxford,Alabama,AL,36203,33.594614,-85.745537,1,rooftop
Fox Ridge Golf Course,Semi-Private,1972,3,1,100.00%,150,164,"815 Country Club Dr, Ozark, Alabama 36360, Dale County",815 Country Club Dr,Ozark,Alabama,36360,815 Country Club Dr,Ozark,Alabama,AL,36360,31.473449,-85.617414,0.9,ROOFTOP
Ballantrae Golf Club,Municipal,2004,3.8,13,79.00%,151,165,"1300 Ballantrae Club Dr, Pelham, Alabama 35124, Shelby County",1300 Ballantrae Club Dr,Pelham,Alabama,35124,1300 Ballantrae Club Dr,Pelham,Alabama,AL,35124,33.260975,-86.755964,1,rooftop
Oaks Golf Club at Oak Mountain State Park,Public,1973,3.4,63,69.50%,152,166,"200 Terrace Drive, Pelham, Alabama 35124, Shelby County",200 Terrace Drive,Pelham,Alabama,35124,200 Terrace Drive,Pelham,Alabama,AL,35124,33.326674,-86.756244,1,rooftop
Pell City Country Club,Private,1961,,,0%,153,167,"2021 Golf Course Rd, Pell City, Alabama 35128, Saint Clair County",2021 Golf Course Rd,Pell City,Alabama,35128,2021 Golf Course Rd,Pell City,Alabama,AL,35128,33.56018,-86.257857,1,range_interpolation
Lakewood Golf Course,Public/Municipal,1962,3.5,4,50.00%,154,168,"2800 Lakewood Dr, Phenix City, Alabama 36867, Russell County",2800 Lakewood Dr,Phenix City,Alabama,36867,2800 Lakewood Dr,Phenix City,Alabama,AL,36867,32.5036453,-85.0325704,0.6,ROOFTOP
Cumberland Lake Golf Course,Semi-Private,1968,4.2,39,96.70%,155,169,"2150 Cumberland Lake Dr, Pinson, Alabama 35126, Jefferson County",2150 Cumberland Lake Dr,Pinson,Alabama,35126,2150 Cumberland Lake Dr,Pinson,Alabama,AL,35126,33.770142,-86.670852,1,rooftop
Azalea at Marriott's Grand Hotel & Lakewood Golf Club,Resort,1947,4.7,5,100.00%,156,170,"1 Grand Blvd, Point Clear, Alabama 36564, Baldwin County",1 Grand Blvd,Point Clear,Alabama,36564,1 Grand Blvd,Point Clear,Alabama,AL,36564,30.4840182,-87.9344192,0.9,ROOFTOP
Dogwood at Marriott's Grand Hotel & Lakewood Golf Club,Resort,1947,4.7,5,100.00%,156,171,"1 Grand Blvd, Point Clear, Alabama 36564, Baldwin County",1 Grand Blvd,Point Clear,Alabama,36564,1 Grand Blvd,Point Clear,Alabama,AL,36564,30.4840182,-87.9344192,0.9,ROOFTOP
Capitol Hill Golf Club - Judge Course,Public,2000,4.7,66,96.50%,157,172,"2600 Constitution Ave, Prattville, Alabama 36066, Autauga County",2600 Constitution Ave,Prattville,Alabama,36066,2600 Constitution Ave,Prattville,Alabama,AL,36066,32.443134,-86.3949396,0.6,ROOFTOP
Capitol Hill Golf Club - Legislator Course,Public,1999,4.7,66,96.50%,157,173,"2600 Constitution Ave, Prattville, Alabama 36066, Autauga County",2600 Constitution Ave,Prattville,Alabama,36066,2600 Constitution Ave,Prattville,Alabama,AL,36066,32.443134,-86.3949396,0.6,ROOFTOP
Capitol Hill Golf Club - Senator Course,Public,1999,4.7,66,96.50%,157,174,"2600 Constitution Ave, Prattville, Alabama 36066, Autauga County",2600 Constitution Ave,Prattville,Alabama,36066,2600 Constitution Ave,Prattville,Alabama,AL,36066,32.443134,-86.3949396,0.6,ROOFTOP
Prattville Country Club,Private,1965,4.3,6,100.00%,158,175,"732 Highway 82 Byp W, Prattville, Alabama 36067, Autauga County",732 Highway 82 Byp W,Prattville,Alabama,36067,732 Highway 82 Byp W,Prattville,Alabama,AL,36067,32.46958,-86.502448,1,rooftop
Rainsville Golf & Country Club,Semi-Private,1969,,,0%,159,176,"Hwy 35, Rainsville, Alabama 35986, De Kalb County",Hwy 35,Rainsville,Alabama,35986,Hwy 35,Rainsville,Alabama,AL,35986,34.503505,-85.860078,1,street_center
Redmont Country Club,Semi-Private,1964,,,0%,160,177,"1400 Redmont Dr NW, Red Bay, Alabama 35582, Franklin County",1400 Redmont Dr NW,Red Bay,Alabama,35582,1400 Redmont Dr NW,Red Bay,Alabama,AL,35582,34.4625043,-88.1439171,0.6,ROOFTOP
The Links at Redstone - Patriot Course,Military,1959,3,2,50.00%,161,178,"4140 Goss Road, Huntsville, AL 35898",4140 Goss Road,Huntsville,Alabama,35898,4140 Goss Road,Huntsville,Alabama,AL,35898,34.6976291,-86.6652612,0.8,ROOFTOP
The Links at Redstone - Warrior Course,Military,1996,3,2,50.00%,161,179,"4140 Goss Road, Huntsville, AL 35898",4140 Goss Road,Huntsville,Alabama,35898,4140 Goss Road,Huntsville,Alabama,AL,35898,34.6976291,-86.6652612,0.8,ROOFTOP
Knolls Country Club,Private,0,,,0%,162,180,"Old Hwy 82, Reform, Alabama 35481, Pickens County",Old Hwy 82,Reform,Alabama,35481,Old Hwy 82,Reform,Alabama,AL,35481,33.378349,-88.013919,1,street_center
Roanoke Country Club,Semi-Private,1961,3.5,2,100.00%,163,181,"1172 Country Club Rd, Roanoke, Alabama 36274, Randolph County",1172 Country Club Rd,Roanoke,Alabama,36274,1172 Country Club Rd,Roanoke,Alabama,AL,36274,33.13234,-85.380636,1,range_interpolation
The General Golf Course at Joe Wheeler State Park,Public,1974,3.4,32,92.80%,164,182,"4401 McLean Drive, Rogersville, Alabama 35652, Lauderdale County",4401 McLean Drive,Rogersville,Alabama,35652,4401 McLean Drive,Rogersville,Alabama,AL,35652,34.8116077,-87.3324741,0.6,ROOFTOP
Twin Pines Country Club,Semi-Private,1960,4.6,13,100.00%,165,183,"1855 Country Club Dr, Russellville, Alabama 35654, Colbert County",1855 Country Club Dr,Russellville,Alabama,35654,1855 Country Club Dr,Russellville,Alabama,AL,35654,34.571446,-87.675065,1,rooftop
Broken Arrow Golf Course,Public,2002,,,0%,166,184,"399 Broken Arrow DR., Scottsboro, AL 35769",399 Broken Arrow DR.,Scottsboro,Alabama,35769,399 Broken Arrow DR.,Scottsboro,Alabama,AL,35769,34.519014,-86.1850021,0.33,ROOFTOP
