Course Name,Address,Access,Year Built,Rating,Number of Reviews,Pct Recommend
Valley Grande Golf Course,"1009 Warrior Drive, Valley Grande, Alabama 36701",Public,1996,,,0%
Old Overton Club,"7251 Old Overton Club Dr, Vestavia Hills, Alabama 35242, Jefferson County",Private,1993,5,2 out of 2 reviews,100.00%
Emerald Mountain Golf Club,"245 Mountain View Rd, Wetumpka, Alabama 36093, Elmore County",Public,2000,2.4,1 out of 3 reviews,35.70%
Quail Walk Golf Course,"2110 Holtville Hwy, Wetumpka, Alabama 36092, Elmore County",Public,1974,,,0%
Sumter Country Club,"51880 Country Club Rd, York, Alabama 36925, Sumter County",Private,1965,,,0%
Fireweed Meadows Golf Course,"Mylofritz Ave, Anchor Point, Alaska 99556",Public,2006,3,1 out of 1 reviews,100.00%
Moose Run Golf Course - Creek Course,"27000 Arctic Valley Road, Fort Richardson, Alaska 99505, Anchorage County",Military,2000,5,3 out of 3 reviews,100.00%
Moose Run Golf Course - Hill Course,"27000 Arctic Valley Road, Fort Richardson, Alaska 99505, Anchorage County",Military,1952,,,0%
Chena Bend Golf Course,"2092 Kinney Rd, Fort Wainwright, Alaska 99703, Fairbanks North Star County",Military,1942,3.2,2 out of 3 reviews,16.70%
Mount Fairweather Golf Course,"1 State Dock Rd, Gustavus, Alaska 99826, Skagway-Hoonah-Angoon County",Public,1998,,,0%
Valley of the Eagles Golf Links,"1.5 Mile Haines Hwy, Haines, AK 99827",Public,2005,,,0%
Weeping Trout Sports Resort,"129 Chilkat Lake, Haines, Alaska 99827",Private/Resort,1980,,,0%
Black Diamond Golf Course,"Mile 247 George Park Hwy Otto Lake Rd, Healy, Alaska 99743, Denali County",Public,1995,,,0%
Homer Golf Course,"57172 East End Rd, Homer, Alaska 99603",Public,1982,5,1 out of 1 reviews,100.00%
Kenai Golf Course,"1420 Lawton Dr, Kenai, Alaska 99611, Kenai Peninsula County",Public,1986,3.5,2 out of 2 reviews,100.00%
Bear Valley Golf Course,"2 8 Mile Anton Larson Bay Rd, Kodiak, Alaska 99615, Kodiak Island County",Military,1986,4,2 out of 2 reviews,100.00%
Cottonwood Country Club,"Kishka Rd, Mile 32, Nikiski, Alaska 99635",Public,2001,,,0%
Fishhook Golf Course,"2600 Palmer-Fishhook Rd, Palmer, Alaska 99645, Matanuska-Susitna County",Public,1997,,,0%
Palmer Golf Course,"1000 Lepak Ave, Palmer, Alaska 99645, Matanuska-Susitna County",Public,1990,,,0%
Sea Mountain Golf Course,"301 Granite Creek Rd, Sitka, Alaska 99835, Sitka County",Public,2008,,,0%
Birch Ridge Golf Course,"42223 Sterling Hwy, Soldotna, Alaska 99669, Kenai Peninsula County",Public,1973,,,0%
Bird Homestead Golf Course,"37109 Funny River Rd, Soldotna, Alaska 99669, Kenai Peninsula County",Public,2004,,,0%
Settlers Bay,"7307 S. Frontier Drive, Wasilla, Alaska 99654, Matanuska-Susitna County",Public,1975,4.3,3 out of 3 reviews,100.00%
Sleepy Hollow Golf Course,"2721 E Sleepy Hollow Cir, Wasilla, Alaska 99654, Matanuska-Susitna County",Public,1990,,,0%
Muskeg Meadows Golf Course,"1/2 Mile Wrangell E Rd, Wrangell, Alaska 99929, Wrangell-Petersburg County",Public,1998,,,0%
Ajo Country Club,"77 W Mead Rd, Ajo, Arizona 85321, Pima County",Semi-Private,1940,,,0%
Alpine Country Club,"58 County Rd 2122, Alpine, Arizona 85920, Apache County",Semi-Private,1960,,,0%
Anthem Golf & Country Club - Ironwood Course,"2708 W Anthem Club Dr, Anthem, AZ 85086, United States",Private,2004,4.7,2 out of 2 reviews,100.00%
Anthem Golf & Country Club - Persimmon Course,"2708 W Anthem Club Dr, Anthem, AZ 85086, United States",Private,1999,4.7,2 out of 2 reviews,100.00%
Apache Creek Golf Club,"3401 S Ironwood Dr, Apache Junction, Arizona 85220, Pinal County",Public,1994,3.8,756 out of 860 reviews,86.80%
Roadhaven Golf Course,"1000 S Idaho Rd, Apache Junction, Arizona 85219, Pinal County",Private/Resort,1984,,,0%
Superstition Mountain Club - Lost Gold Course,"8000 E Club Village Dr, Apache Junction, Arizona 85218, Pinal County",Private,1999,4.9,102 out of 106 reviews,98.90%
Superstition Mountain Club - Prospector Course,"8000 E Club Village Dr, Apache Junction, Arizona 85218, Pinal County",Private,1998,,,0%
Arizona City Club,"13939 E Cleator Rd, Arizona City, Arizona 85223, Pinal County",Semi-Private,1963,1.7,57 out of 69 reviews,23.90%
Coldwater Golf Club,"100 N Clubhouse Dr, Avondale, Arizona 85323, Maricopa County",Public,2000,4,717 out of 819 reviews,89.50%
Mesa View Golf Course,"4 Ash St, Bagdad, Arizona 86321, Yavapai County",Public,1988,,,0%
"Beaver Dam Lodge, Golf & RV Resort","452 Old Hwy 91 North, Beaver Dam, Arizona 86432, Mohave County",Resort,1989,1.7,1 out of 3 reviews,33.30%
San Pedro Golf Course,"926 N Madison Ave, Benson, Arizona 85602, Cochise County",Public/Municipal,2003,3.4,276 out of 301 reviews,85.60%
Turquoise Hills Family Golf Center,"800 E Country Club Rd, Benson, Arizona 85602, Cochise County",Public,2003,4,1 reviews,0%
Copper Canyon Golf Club - Lake/Mountain Course,"W Desert Vista Blvd, Buckeye, Arizona 85361, Maricopa County",Public,2018,4.6,281 out of 293 reviews,95.80%
Copper Canyon Golf Club - Mountain/Vista Course,"W Desert Vista Blvd, Buckeye, Arizona 85361, Maricopa County",Public,2018,4.6,281 out of 293 reviews,95.80%
Copper Canyon Golf Club - Vista/Lake Course,"W Desert Vista Blvd, Buckeye, Arizona 85361, Maricopa County",Public,2007,4.6,281 out of 293 reviews,95.80%
Sundance Golf Club,"900 South Sundance Parkway, Buckeye, AZ 85326, Maricopa County",Public,2003,4.2,610 out of 666 reviews,93.40%
Verrado Golf Club - Founders Course,"4242 N Golf Dr, Buckeye, Arizona 85396, Maricopa County",Public,2004,4.6,845 out of 881 reviews,94.80%
Verrado Golf Club - Victory Course,"20855 W. Tiger Mountain Dr., Buckeye, Arizona 85396, Maricopa County",Public,2016,4.5,494 out of 541 reviews,92.40%
Chaparral Country Club,"1260 E Mohave Dr, Bullhead City, Arizona 86442, Mohave County",Semi-Private,1968,2.2,18 out of 25 reviews,48.20%
Laughlin Ranch Golf Club,"1360 William Hardy Drive, Bullhead City, Arizona 86429, Mohave County",Public,2005,4.5,58 out of 63 reviews,95.50%
Riverview RV Resort,"2020 E Ramar Rd, Bullhead City, Arizona 86442, Mohave County",Public/Resort,1982,,,0%
Desert Forest Golf Club,"37207 N Mule Train Rd, Carefree, Arizona 85377, Maricopa County",Private,1962,5,2 out of 2 reviews,100.00%
North at Boulders Golf Club & Resort,"34636 N Tom Darlington, Carefree, Arizona 85377, Maricopa County",Resort/Semi-Private,1985,4.4,503 out of 548 reviews,87.70%
South at Boulders Golf Club & Resort,"34636 N Tom Darlington, Carefree, Arizona 85377, Maricopa County",Resort/Semi-Private,1984,4.4,503 out of 548 reviews,87.70%
Dave White Municipal Golf Course,"2121 N Thornton Rd, Casa Grande, Arizona 85222, Pinal County",Public,1979,3.7,230 out of 253 reviews,89.90%
Francisco Grande Resort & Golf Club,"12684 West Gila Bend Highway, Casa Grande, Arizona 85222",Resort,1962,3.7,644 out of 783 reviews,85.60%
Mission Royale Golf Club,"11 Mission Royale South #1 , Casa Grande, Arizona 85222, Pinal County",Public,2004,3.6,373 out of 448 reviews,80.70%
Palm Creek Golf Club,"1110 North Henness Rd, Casa Grande, AZ 85122",Public/Resort,1999,3.9,56 out of 66 reviews,83.00%
Tierra Grande Country Club,"813 W Calle Rosa, Casa Grande, Arizona 85222, Pinal County",Public,1978,2.2,17 out of 28 reviews,18.00%
Dove Valley Ranch Golf Club,"33750 North Dove Lakes Drive, Cave Creek, AZ 85331",Public,1998,4.1,727 out of 842 reviews,84.90%
Rancho Manana Golf Club,"5734 E Rancho Manana Blvd, Cave Creek, Arizona 85331",Semi-Private,1989,4.3,699 out of 778 reviews,90.20%
Tatum Ranch Golf Club,"29888 N Tatum Ranch Dr, Cave Creek, Arizona 85331",Private,1987,3.9,73 out of 90 reviews,81.10%
Bear Creek Golf Complex - Bear Course,"500 East Riggs Road, Chandler, AZ 85249",Public,2000,3.6,659 out of 794 reviews,80.00%
Bear Creek Golf Complex - Cub Course,"500 East Riggs Road, Chandler, AZ 85249",Public,2000,3.8,266 out of 296 reviews,85.10%
Crowne Plaza San Marcos Golf Resort,"100 N Dakota St, Chandler, Arizona 85225, Maricopa County",Resort,1928,3.8,542 out of 703 reviews,87.10%
Ironwood Country Club,"550 W Champagne Dr, Chandler, Arizona 85248, Maricopa County",Semi-Private,1993,4.7,92 out of 99 reviews,99.00%
Lone Tree Golf Club,"6262 South Mountain Blvd., Chandler, Arizona 85249",Semi-Private,2001,4.1,575 out of 638 reviews,92.70%
Ocotillo Golf Club - Blue/White,"3751 S Clubhouse Dr, Chandler, Arizona 85248, Maricopa County",Public/Resort,1986,4.1,1229 out of 1365 reviews,87.70%
Ocotillo Golf Club - Gold/Blue,"3751 S Clubhouse Dr, Chandler, Arizona 85248, Maricopa County",Public/Resort,1986,4.1,1229 out of 1365 reviews,87.70%
Ocotillo Golf Club - White/Gold,"3751 S Clubhouse Dr, Chandler, Arizona 85248, Maricopa County",Public/Resort,1986,4.1,1229 out of 1365 reviews,87.70%
Springfield Golf Resort,"1200 E Saint Andrews Blvd Building #A, Chandler, Arizona 85249, Maricopa County",Resort,1996,4.3,465 out of 503 reviews,95.90%
Sunbird Golf Resort,"6240 S Sunbird Blvd, Chandler, Arizona 85249, Maricopa County",Semi-Private/Resort,1987,3.9,114 out of 131 reviews,81.10%
Whirlwind Golf Club - The Cattail Course,"5692 W. North Loop Road, Chandler, Arizona 85226, Maricopa County",Resort,2002,4.3,349 out of 370 reviews,87.20%
Whirlwind Golf Club - The Devil's Claw Course,"5692 W. North Loop Road, Chandler, Arizona 85226, Maricopa County",Resort,2000,4.7,407 out of 428 reviews,95.90%
Agave Highlands,"645 S Verde Santa Fe Pkwy, Cornville, Arizona 86325, Yavapai County",Public,1997,2.7,27 out of 32 reviews,56.10%
Coyote Trails Golf Course,"1480 W. Anna's Ave., Cottonwood, Arizona 86326, Yavapai County",Public,1996,4.3,61 out of 63 reviews,95.60%
Prescott Country Club,"1030 Prescott Country Club Blvd, Dewey, Arizona 86327, Yavapai County",Semi-Private,1971,3.4,250 out of 293 reviews,47.70%
Quailwood Greens Golf Course,"12200 E Highway 69, Dewey, Arizona 86327, Yavapai County",Public,1991,2.5,77 out of 97 reviews,31.70%
City of Douglas Municipal Golf Course,"1372 E Fairway Dr, Douglas, AZ 85607",Public,1936,2.1,19 out of 23 reviews,59.50%
Greenlee Country Club,"510 Country Club Rd, Duncan, Arizona 85534",Public,1950,,,0%
Pueblo El Mirage Golf Club,"11201 N El Mirage Rd, El Mirage, Arizona 85335",Semi-Private,1985,3.6,483 out of 609 reviews,84.30%
Robson Ranch Golf Club,"5810 N Robson Blvd , Eloy, Arizona 85231, Pinal County",Semi-Private,2005,4.2,484 out of 517 reviews,95.10%
Aspen Valley Golf Club,"1855 Continental Dr, Flagstaff, Arizona 86004, Coconino County",Private,1973,5,1 out of 1 reviews,100.00%
Canyon at Forest Highlands Golf Club,"2425 William Palmer, Flagstaff, Arizona 86005, Coconino County",Private,1987,5,2 out of 2 reviews,100.00%
Continental Country Club,"2380 N Oakmont Dr, Flagstaff, Arizona 86004, Coconino County",Public,1960,2.8,45 out of 54 reviews,39.40%
Flagstaff Ranch Golf Club,"3605 S Flagstaff Ranch Rd, Flagstaff, Arizona 86001, Coconino County",Private,2003,4,1 out of 1 reviews,100.00%
Meadow at Forest Highlands Golf Club,"2425 William Palmer, Flagstaff, Arizona 86005, Coconino County",Private,1999,5,2 out of 2 reviews,100.00%
Pine Canyon Club,"1201 E. John Wesley Powell Blvd, Flagstaff, Arizona 86001, Coconino County",Private,2004,5,3 out of 3 reviews,100.00%
Timberline Short Nine,"5621 E Old Walnut Canyon Rd, Flagstaff, Arizona 86004, Coconino County",Public,0,,,0%
3 Parks Fairways,"3841 N Florence Blvd, Florence, Arizona 85232, Pinal County",Private,1972,,,0%
Oasis Golf Club,"5764 E Hunt Hwy, Florence, AZ 85232",Public,1999,2.8,19 out of 40 reviews,47.50%
Poston Butte Golf Club,"6100 W Merrill Ranch Pkwy, Florence, Arizona 85232, Pinal County",Public,2007,4,486 out of 529 reviews,83.00%
Mountain View Golf Course,"Bldg 15479, Fort Huachuca, Arizona 85670, Cochise County",Military,1945,4.7,2 out of 2 reviews,100.00%
Huukan Golf Club,"5835 Desert Lakes Dr, Fort Mohave, Arizona 86426, Mohave County",Resort,1989,3.2,154 out of 202 reviews,83.90%
Los Lagos Golf Club,"6365 S. Entrada Via Verdes , Fort Mohave, Arizona 86426, Mohave County",Public,2007,3.2,24 out of 30 reviews,14.80%
Desert Canyon Golf Club,"10440 N Indian Wells Dr, Fountain Hills, Arizona 85268, Maricopa County",Public,1971,4.4,668 out of 732 reviews,94.10%
Eagle Mountain Golf Club,"14915 E Eagle Mountain Pkwy, Fountain Hills, Arizona 85268",Public,1996,4.2,389 out of 463 reviews,88.40%
FireRock Country Club,"16000 E Firerock Country Club Dr, Fountain Hills, Arizona 85268, Maricopa County",Private,2000,5,1 out of 1 reviews,100.00%
SunRidge Canyon Golf Club,"13100 N SunRidge Dr, Fountain Hills, Arizona 85268, Maricopa County",Public,1995,4.4,367 out of 430 reviews,90.80%
Greenfield Lakes Golf Course,"2484 E Warner Rd, Gilbert, Arizona 85296",Public,1997,4.5,192 out of 234 reviews,93.00%
Kokopelli Golf Course,"1800 W Guadalupe Rd, Gilbert, Arizona 85233",Public,1992,3,725 out of 1129 reviews,59.90%
Seville Golf & Country Club,"6683 S. Clubhouse Drive, Gilbert, Arizona 85297, Maricopa County",Private/Resort,2001,4.7,2 out of 2 reviews,100.00%
Trilogy Golf Club at Power Ranch,"4415 E Village Pkwy, Gilbert, Arizona 85298, Maricopa County",Public,1999,4,698 out of 812 reviews,83.10%
Western Skies Golf Club,"1245 E Warner Rd, Gilbert, Arizona 85296",Public,1992,3.8,744 out of 938 reviews,84.20%
Adobe Dam Family Golf Center,"3847 W Pinnacle Peak Rd, Glendale, Arizona 85310, Maricopa County",Public,1993,2.3,45 out of 61 reviews,44.70%
Arrowhead Country Club,"19888 N 73rd Ave, Glendale, Arizona 85308, Maricopa County",Private,1986,3.3,2 out of 2 reviews,100.00%
Bellair Golf Club,"17233 N 45th Ave, Glendale, Arizona 85308, Maricopa County",Semi-Private,1973,3.4,256 out of 316 reviews,81.20%
Desert Mirage Golf Course,"8710 W Maryland Av, Glendale, Arizona 85305, Maricopa County",Public,1999,3.5,121 out of 152 reviews,80.10%
"Legend at Arrowhead, The","21027 N. 67th Avenue, Glendale, AZ 85308, Maricopa County",Semi-Private,1986,3.5,602 out of 840 reviews,75.10%
The 500 Club,"4707 W Pinnacle Peak Rd, Glendale, Arizona 85310, Maricopa County",Public,1989,3.3,3 out of 7 reviews,35.30%
The 500 Club - Futures Course,"4707 W Pinnacle Peak Rd, Glendale, Arizona 85310, Maricopa County",Public,1990,3.3,3 out of 7 reviews,35.30%
Apache Stronghold Golf Course,"5 Miles East of Globe on Highway 70, Globe, Arizona 85550, Gila County",Resort,1999,3.3,226 out of 263 reviews,82.60%
Cobre Valle Country Club,"4877 W Cypress Way, Globe, Arizona 85539, Gila County",Semi-Private,1927,,,0%
Dinosaur Mountain at Gold Canyon Golf Resort,"6100 S Kings Ranch Rd, Gold Canyon, Arizona 85218",Resort,1982,4.9,276 out of 298 reviews,99.10%
Gold Canyon RV & Golf Resort,"7151 E US Highway 60, Gold Canyon, AZ 85218, United States,",Resort,1985,2.2,3 out of 10 reviews,41.70%
Mountain Brook Golf Club,"5783 S MountainBrook Dr, Gold Canyon, Arizona 85118",Semi-Private,1996,4.1,271 out of 328 reviews,91.50%
Sidewinder at Gold Canyon Golf Resort,"6100 S Kings Ranch Rd, Gold Canyon, Arizona 85218",Resort,1997,4.1,60 out of 64 reviews,99.20%
Eagle's Nest Country Club at Pebble Creek Resort,"3645 Clubhouse Dr, Goodyear, Arizona 85338, Maricopa County",Semi-Private,1993,4.1,149 out of 166 reviews,88.00%
Golf Club of Estrella,"11800 S Golf Club Dr, Goodyear, Arizona 85338, Maricopa County",Public,1999,4.4,605 out of 653 reviews,93.00%
Palm Valley Golf Club - Lakes Course,"2211 N Litchfield Rd, Goodyear, Arizona 85338, Maricopa County",Public,1999,2.2,39 out of 61 reviews,19.90%
Palm Valley Golf Club - Palms Course,"2211 N Litchfield Rd, Goodyear, Arizona 85338, Maricopa County",Public,1993,4.1,172 out of 206 reviews,86.40%
Tres Rios Golf Course at Estrella Mountain Park,"15205 W Vineyard, Goodyear, Arizona 85338, Maricopa County",Public,1962,2.7,413 out of 656 reviews,52.00%
Tuscany Falls at PebbleCreek - East Course,"16262 Clubhouse Dr, Goodyear, Arizona 85395, Maricopa County",Public,1999,4.4,140 out of 144 reviews,99.60%
Tuscany Falls at PebbleCreek - West Course,"16262 Clubhouse Dr, Goodyear, Arizona 85395, Maricopa County",Public,1999,4.5,37 out of 40 reviews,94.90%
Canoa Hills Golf Course,"1401 W Calle Urbano, Green Valley, Arizona 85614, Pima County",Semi-Private,1983,3.8,39 out of 70 reviews,92.50%
Canoa Ranch Golf Club,"5800 S Camino Del Sol, Green Valley, Arizona 85614, Pima County",Public,2003,3.8,441 out of 541 reviews,83.90%
Country Club of Green Valley,"77 E Paseo de Golf, Green Valley, Arizona 85614, Pima County",Private,1970,4.1,173 out of 195 reviews,87.30%
Desert Hills Golf Club,"2500 S Circulo de Las Lomas, Green Valley, Arizona 85614, Pima County",Private,1979,5,2 out of 2 reviews,100.00%
Haven at Haven Public Golf Club,"110 N Abrego Dr, Green Valley, Arizona 85614, Pima County",Public,1965,4.1,964 out of 1032 reviews,93.60%
Quail Creek Golf Club - Coyote/Road Runner Course,"1425 N Quail View Loop, Green Valley, Arizona 85614, Pima County",Resort,1998,3.3,135 out of 147 reviews,97.70%
Quail Creek Golf Club - Quail/Coyote Course,"1425 N Quail View Loop, Green Valley, Arizona 85614, Pima County",Resort,1989,3.3,135 out of 147 reviews,97.70%
Quail Creek Golf Club - Road Runner/Quail Course,"1425 N Quail View Loop, Green Valley, Arizona 85614, Pima County",Resort,1989,3.3,135 out of 147 reviews,97.70%
San Ignacio Golf Club,"4201 S Camino Del Sol St, Green Valley, Arizona 85614, Pima County",Semi-Private,1989,4.2,535 out of 617 reviews,95.60%
Torres Blancas Golf Club,"3233 S Abrego, Green Valley, Arizona 85614, Pima County",Public,1995,3.7,407 out of 523 reviews,83.80%
Tortuga at Haven Public Golf Club,"110 N Abrego Dr, Green Valley, Arizona 85614, Pima County",Public,1965,3.8,20 out of 21 reviews,98.90%
Hayden Golf Club,"125 Golf Course Rd, Hayden, Arizona 85235, Gila County",Public/Municipal,1930,4,1 out of 1 reviews,100.00%
Hidden Cove Golf Course,"Golf Course Rd, Holbrook, Arizona 86025, Navajo County",Public/Municipal,1977,,,0%
Kearny Golf Club,"301 Airport Rd, Kearny, Arizona 85237, Pinal County",Semi-Private,1963,,,0%
Cerbat Cliffs Golf Course,"1001 Gates, Kingman, Arizona 86401, Mohave County",Public,1973,4,40 out of 43 reviews,92.90%
Valle Vista Country Club,"9686 Concho Dr, Kingman, Arizona 86401, Mohave County",Semi-Private,1975,,,0%
Bridgewater Links Golf Course,"1477 Queens Bay Rd, Lake Havasu City, Arizona 86403, Mohave County",Public/Resort,1984,2,1 reviews,0%
Havasu Island Golf Course,"1000 McCulloch Blvd N, Lake Havasu City, Arizona 86403, Mohave County",Public/Resort,1974,2,1 out of 2 reviews,50.00%
Lake Havasu Golf Club - East Course,"2400 Clubhouse Dr, Lake Havasu City, Arizona 86406, Mohave County",Semi-Private,1977,3.2,48 out of 62 reviews,77.40%
Lake Havasu Golf Club - West Course,"2400 Clubhouse Dr, Lake Havasu City, Arizona 86406, Mohave County",Semi-Private,1967,3.9,28 out of 39 reviews,95.20%
The Refuge Golf Club,"3103 London Bridge Rd., Lake Havasu City, AZ 86404, Mohave County",Private,2003,4.3,3 out of 3 reviews,100.00%
BC Ranch Golf Club,"4105 E Lake Shore Dr, Lake Montezuma, AZ 86342 ,",Public,1962,,,0%
